datetime,open,high,low,close,volume,RSI_14,EMA_5,EMA_20,VWAP,ATR_14,rolling_mean_5,rolling_std_5,rolling_volume_mean_5
2025-04-25 09:28:00,101.71,101.71,98.34,100.16,74,46.528973034997115,100.14306350720653,100.43997897354355,100.07151263823064,3.37357142857143,99.824,0.8132834684167551,64.0
2025-04-25 09:29:00,100.61,100.93,98.17,99.65,69,45.20624303233,99.97870900480437,100.3647428808251,100.03461847389558,3.3507142857142873,99.95599999999999,0.6879898255061545,61.8
2025-04-25 09:30:00,99.2,101.47,98.3,101.02,55,59.3984962406015,100.32580600320293,100.42714832074651,100.04761363636364,3.3207142857142875,100.378,0.5101176334925087,59.4
2025-04-25 09:31:00,98.4,102.57,98.4,98.55,63,41.15713346482578,99.73387066880196,100.24837229019923,100.03492725509214,3.365000000000001,99.97200000000001,0.9377473007159183,61.0
2025-04-25 09:32:00,100.6,101.96,98.66,100.59,60,55.44422177688713,100.01924711253464,100.28090826256121,100.05518790100824,3.402142857142858,99.994,0.9537976724651775,64.2
2025-04-25 09:33:00,101.07,101.3,98.45,99.65,60,42.30477634571645,99.89616474168977,100.2208217613649,100.04188531711554,3.383571428571428,99.89200000000001,0.9588639110947859,61.4
2025-04-25 09:34:00,100.14,101.35,97.62,99.31,58,45.9637561779242,99.70077649445986,100.1340768317111,100.01237110559691,3.4978571428571406,99.824,0.9918064327276701,59.2
2025-04-25 09:35:00,101.56,101.58,98.48,98.48,64,42.445482866043626,99.29385099630659,99.97654570488146,99.98728201099765,3.31785714285714,99.316,0.86895339345673,61.0
2025-04-25 09:36:00,100.7,101.34,97.98,99.85,59,48.129851799576564,99.47923399753773,99.96449373298799,99.97559059059058,3.337857142857139,99.576,0.7714790988743438,60.2
2025-04-25 09:37:00,99.86,101.76,98.85,99.34,52,45.07337526205451,99.43282266502516,99.90501813937009,99.97588150289018,3.2185714285714258,99.326,0.5233832247980091,58.6
2025-04-25 09:38:00,100.35,101.87,97.43,101.87,61,59.54907161803718,100.24521511001677,100.09215926895388,99.99336332179931,3.3957142857142832,99.77000000000001,1.2724975442019424,58.8
2025-04-25 09:39:00,98.56,101.01,98.56,100.02,60,53.29376854599407,100.17014340667785,100.08528695762494,99.98817940199335,3.4057142857142844,99.912,1.247705894832583,59.2
2025-04-25 09:40:00,99.13,100.65,99.01,99.36,70,46.148989898989896,99.9000956044519,100.01621200927971,99.97418624338624,3.318571428571427,100.088,1.039985576823055,60.4
2025-04-25 09:41:00,100.97,102.3,99.01,99.67,63,47.47663551401868,99.82339706963461,99.98323943696737,99.98774318274317,3.2507142857142832,100.05199999999999,1.0533138183846158,61.2
2025-04-25 09:42:00,100.15,102.04,98.82,100.67,75,51.52420800956368,100.10559804642307,100.04864520487523,100.01060906791203,3.239999999999999,100.318,0.9948718510441404,65.8
2025-04-25 09:43:00,99.36,101.35,98.32,98.32,61,46.41895530425413,99.51039869761539,99.88401232822045,99.98720593761743,3.259285714285713,99.60799999999999,0.8691777723802895,65.8
2025-04-25 09:44:00,100.56,101.35,96.7,99.18,74,44.90586932447401,99.40026579841027,99.8169635350566,99.95074494949495,3.364999999999998,99.44,0.8506174228170683,68.6
2025-04-25 09:45:00,98.58,101.36,98.05,100.46,54,55.66093657379964,99.75351053227352,99.87820510314644,99.95091307395724,3.3035714285714275,99.66,0.9599739579800927,65.4
2025-04-25 09:46:00,99.09,100.85,98.43,100.21,46,48.74005305039785,99.90567368818236,99.9098046171325,99.94805783709786,3.2328571428571413,99.768,0.9912466897800837,62.0
2025-04-25 09:47:00,99.56,101.52,98.56,100.78,71,53.84092454112847,100.19711579212158,99.99268036788179,99.95996532937097,3.240714285714284,99.78999999999999,1.0171528891961001,61.2
2025-04-25 09:48:00,100.94,101.98,98.2,99.8,59,51.59609120521171,100.0647438614144,99.97432985665496,99.96091273660569,3.2442857142857133,100.086,0.6203869760077138,60.8
2025-04-25 09:49:00,101.1,102.9,98.25,98.25,63,49.28438083385189,99.45982924094294,99.81010796554497,99.9561777985365,3.355,99.9,0.9895200856981028,58.6
2025-04-25 09:50:00,102.29,102.29,98.22,100.68,57,52.42265032107417,99.86655282729531,99.89295482596926,99.96760084925688,3.405714285714286,99.94399999999999,1.0249048736346154,59.2
2025-04-25 09:51:00,99.55,102.06,98.77,99.95,50,51.757925072046106,99.8943685515302,99.89838769968648,99.97410438908658,3.432857142857143,99.892,1.0145787303112481,60.0
2025-04-25 09:52:00,99.51,101.08,99.08,99.14,68,41.266794625719776,99.64291236768682,99.82616029971635,99.96801381692572,3.258571428571429,99.56400000000001,0.9160403921225126,59.4
2025-04-25 09:53:00,99.53,102.4,98.76,101.64,54,54.97542997542998,100.30860824512455,99.9989069378386,99.99000843881855,3.2821428571428575,99.932,1.3165751023014192,58.4
2025-04-25 09:54:00,99.62,101.11,98.92,100.1,67,52.15617715617714,100.23907216341637,100.00853484852064,99.99147449049374,3.3592857142857144,100.30199999999999,0.9284503217728012,59.2
2025-04-25 09:55:00,100.01,101.1,98.86,99.8,68,50.37900874635567,100.09271477561092,99.98867438675677,99.9895342648037,3.2842857142857147,100.126,0.9222689412530386,61.4
2025-04-25 09:56:00,100.55,100.6,98.42,100.11,71,48.29890643985419,100.09847651707395,100.00022920706566,99.98182971014491,3.2099999999999986,100.158,0.9173984957476244,65.6
2025-04-25 09:57:00,102.31,102.31,98.55,99.96,69,55.75035063113603,100.0523176780493,99.99639785401179,99.98943415248895,3.262142857142856,100.32199999999999,0.7474757521150884,65.8
2025-04-25 09:58:00,101.85,101.85,98.33,100.58,62,54.992867332382275,100.2282117853662,100.05197901077257,99.9954783893609,3.181428571428571,100.10999999999999,0.2913760456866735,67.4
2025-04-25 09:59:00,102.86,102.86,98.46,100.72,56,51.00931677018635,100.39214119024413,100.11560005736565,100.00935215345638,3.259285714285714,100.23400000000001,0.3983465827643172,65.2
2025-04-25 10:00:00,98.18,102.61,98.18,99.26,63,46.62881476224277,100.0147607934961,100.03411433761654,100.00951521585279,3.402857142857143,100.126,0.5780830390177515,64.2
2025-04-25 10:01:00,98.58,101.18,97.49,99.4,49,44.94875549048319,99.8098405289974,99.97372249593877,99.99838840579709,3.4550000000000014,99.984,0.6638373294716027,59.8
2025-04-25 10:02:00,97.98,101.1,97.98,99.39,77,48.3845547675335,99.66989368599828,99.91812987727793,99.98512759710928,3.4078571428571434,99.87,0.7158910531638075,61.4
2025-04-25 10:03:00,97.52,100.88,97.52,99.32,62,54.772524531668104,99.55326245733218,99.861165127061,99.96979982304798,3.315714285714286,99.61800000000001,0.6186436777337853,61.4
2025-04-25 10:04:00,100.07,101.82,97.71,99.27,51,42.015855039637565,99.45884163822146,99.80486368638853,99.96364654703642,3.318571428571428,99.328,0.06534523701068838,60.4
2025-04-25 10:05:00,100.69,100.69,98.3,100.35,59,52.17864923747271,99.75589442548099,99.85678143054201,99.96017819035423,3.2542857142857136,99.546,0.4525814843759992,59.6
2025-04-25 10:06:00,100.87,102.45,98.07,100.69,59,58.897818599311094,100.06726295032067,99.93613558001421,99.96839250183264,3.424285714285714,99.804,0.6659429404986515,61.6
2025-04-25 10:07:00,98.49,101.65,98.4,99.36,70,34.880636604774566,99.83150863354712,99.88126552477476,99.96484065990367,3.3964285714285714,99.79799999999999,0.6707234899718293,60.2
2025-04-25 10:08:00,99.62,101.06,98.33,100.38,66,51.994301994302,100.01433908903141,99.92876404622479,99.96401526564226,3.3971428571428572,100.00999999999999,0.6490377492873529,61.0
2025-04-25 10:09:00,100.49,101.82,97.71,99.46,65,47.77486910994762,99.8295593926876,99.88411985134624,99.95823975571315,3.530714285714286,100.048,0.5984730570376526,63.8
2025-04-25 10:10:00,100.81,100.81,97.78,99.78,71,47.843137254901976,99.81303959512508,99.87420367502754,99.94793246502653,3.5914285714285725,99.934,0.5805859109554677,66.2
2025-04-25 10:11:00,99.0,101.96,98.57,99.12,72,44.85294117647066,99.58202639675005,99.80237475359635,99.94661374161231,3.565000000000001,99.62,0.48641546028058646,68.8
2025-04-25 10:12:00,97.8,102.14,97.8,98.93,63,39.327296248382986,99.36468426450006,99.71929144373004,99.94094057567315,3.62357142857143,99.534,0.5740034843099542,67.4
2025-04-25 10:13:00,99.89,101.89,98.58,98.58,63,36.52392947103276,99.10312284300005,99.61078749670813,99.93649785564375,3.5457142857142867,99.174,0.4648440598737949,66.8
2025-04-25 10:14:00,98.64,101.87,98.64,99.28,64,50.13927576601668,99.16208189533337,99.57928392559307,99.93638597435206,3.464285714285716,99.138,0.44364400142451105,66.6
